book_id,title,authors,average_rating,ratings_count,original_publication_year,image_url,description,pages,genres
7794,Everyman,Philip Roth,3.54,10298,2006.0,https://images.gr-assets.com/books/1327649258m/50695.jpg,A captivating narrative by Philip Roth that has resonated with readers globally.,267,[]
7795,Supernova: Akar,Dee Lestari,3.78,7932,2002.0,https://images.gr-assets.com/books/1410249029m/1300350.jpg,"A highly regarded work by Dee Lestari, offering a memorable and engaging reading experience.",366,[]
7796,The Dirty Girls Social Club,Alisa Valdes,3.46,11045,2003.0,https://images.gr-assets.com/books/1317066640m/491735.jpg,An impactful story by Alisa Valdes that stands as a notable entry in its genre.,716,[]
7797,Dark Reunion,L.J. Smith,3.54,17056,1991.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by L.J. Smith that continues to engage and inspire audiences.,157,['Fiction']
7798,The Dice Man,Luke Rhinehart,3.6,9813,1971.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Luke Rhinehart exploring profound themes with memorable character depth.,289,[]
7799,黒執事 II [Kuroshitsuji II],Yana Toboso,4.48,15194,2007.0,https://images.gr-assets.com/books/1403792460m/6867952.jpg,A beautifully crafted book by Yana Toboso that captures the imagination from start to finish.,382,[]
7800,Imperial Bedrooms,Bret Easton Ellis,3.14,11093,2010.0,https://images.gr-assets.com/books/1278878105m/7519866.jpg,A captivating narrative by Bret Easton Ellis that has resonated with readers globally.,116,[]
7801,Addicted to You,Krista Ritchie,3.9,12746,2013.0,https://images.gr-assets.com/books/1400803526m/22296542.jpg,"A highly regarded work by Krista Ritchie, offering a memorable and engaging reading experience.",212,[]
7802,Just One Night,Gayle Forman,4.12,15986,2014.0,https://images.gr-assets.com/books/1398780998m/22021611.jpg,An impactful story by Gayle Forman that stands as a notable entry in its genre.,233,[]
7803,Kindle User's Guide,Amazon,3.64,3508,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Amazon that continues to engage and inspire audiences.,217,[]
7804,"The Fire (Witch & Wizard, #3)",James Patterson,3.87,11789,2011.0,https://images.gr-assets.com/books/1472948949m/10778410.jpg,A compelling read by James Patterson exploring profound themes with memorable character depth.,393,[]
7805,"The Third Day, The Frost",John Marsden,4.19,13199,1995.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by John Marsden that captures the imagination from start to finish.,318,"['Fiction', 'Classics', 'Literary']"
7806,Sadako and the Thousand Paper Cranes,Eleanor Coerr,4.09,14578,1977.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Eleanor Coerr that has resonated with readers globally.,251,[]
7807,デスノート #4 (Desu Nōto) Koigokoro (恋心),Tsugumi Ohba,4.38,16819,2004.0,https://images.gr-assets.com/books/1432686076m/13616.jpg,"A highly regarded work by Tsugumi Ohba, offering a memorable and engaging reading experience.",452,[]
7808,The Daughter of Time,Josephine Tey,3.95,15626,1951.0,https://images.gr-assets.com/books/1394326949m/77661.jpg,An impactful story by Josephine Tey that stands as a notable entry in its genre.,984,[]
7809,Prince of Fire,Daniel Silva,4.17,11250,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Daniel Silva that continues to engage and inspire audiences.,936,[]
7810,La lenteur,Milan Kundera,3.66,8620,1995.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Milan Kundera exploring profound themes with memorable character depth.,110,[]
7811,The Autumn Republic,Brian  McClellan,4.35,10910,2015.0,https://images.gr-assets.com/books/1393261950m/20883847.jpg,A beautifully crafted book by Brian  McClellan that captures the imagination from start to finish.,495,[]
7812,Delta of Venus,Anaïs Nin,3.69,10561,1977.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Anaïs Nin that has resonated with readers globally.,315,[]
7813,The Walking Dead Volume 11,Robert Kirkman,4.33,13202,2010.0,https://images.gr-assets.com/books/1266000285m/6488483.jpg,"A highly regarded work by Robert Kirkman, offering a memorable and engaging reading experience.",384,[]
7814,Rainbows End,Vernor Vinge,3.76,12314,2006.0,https://images.gr-assets.com/books/1316729149m/102439.jpg,An impactful story by Vernor Vinge that stands as a notable entry in its genre.,276,[]
7815,The Friend Zone,Kristen Callihan,4.21,21130,2015.0,https://images.gr-assets.com/books/1430227184m/23122175.jpg,A brilliant publication by Kristen Callihan that continues to engage and inspire audiences.,376,"['Non-Fiction', 'Memoir', 'Biography', 'Fiction', 'Contemporary', 'Classics', 'Self-Help']"
7816,The Rose and the Thorn,Michael J. Sullivan,4.39,11791,2013.0,https://images.gr-assets.com/books/1362121827m/17163514.jpg,A compelling read by Michael J. Sullivan exploring profound themes with memorable character depth.,383,[]
7817,Сумеречный дозор,Sergei Lukyanenko,4.11,11770,2004.0,https://images.gr-assets.com/books/1382426338m/104159.jpg,A beautifully crafted book by Sergei Lukyanenko that captures the imagination from start to finish.,247,[]
7818,Frostbitten,Kelley Armstrong,4.29,18094,2009.0,https://images.gr-assets.com/books/1327437513m/4107256.jpg,A captivating narrative by Kelley Armstrong that has resonated with readers globally.,204,[]
7819,"Blood Kiss (Black Dagger Legacy, #1)",J.R. Ward,4.35,12315,2015.0,https://images.gr-assets.com/books/1426697749m/24903031.jpg,"A highly regarded work by J.R. Ward, offering a memorable and engaging reading experience.",267,[]
7820,"Night Mare (Xanth, #6)",Piers Anthony,3.81,15008,1982.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Piers Anthony that stands as a notable entry in its genre.,403,[]
7821,Low Pressure,Sandra Brown,3.86,12076,2012.0,https://images.gr-assets.com/books/1396934108m/13507011.jpg,A brilliant publication by Sandra Brown that continues to engage and inspire audiences.,501,[]
7822,Riptide,Douglas Preston,3.93,11835,1998.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Douglas Preston exploring profound themes with memorable character depth.,584,[]
7823,عائد إلى حيفا,غسان كنفاني,4.32,11315,1969.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by غسان كنفاني that captures the imagination from start to finish.,260,[]
7824,Talon of the Silver Hawk,Raymond E. Feist,4.01,13120,2002.0,https://images.gr-assets.com/books/1409594805m/13811.jpg,A captivating narrative by Raymond E. Feist that has resonated with readers globally.,415,[]
7825,The Charlemagne Pursuit,Steve Berry,3.88,12874,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Steve Berry, offering a memorable and engaging reading experience.",624,[]
7826,The Moon Is Down,John Steinbeck,3.87,12809,1942.0,https://images.gr-assets.com/books/1327961310m/12722.jpg,An impactful story by John Steinbeck that stands as a notable entry in its genre.,704,[]
7827,Kaffir Boy: An Autobiography--The True Story of a Black Youth's Coming of Age in Apartheid South Africa,Mark Mathabane,4.15,11633,1986.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Mark Mathabane that continues to engage and inspire audiences.,338,[]
7828,The Beginner's Goodbye,Anne Tyler,3.58,12780,2012.0,https://images.gr-assets.com/books/1333577280m/12482658.jpg,A compelling read by Anne Tyler exploring profound themes with memorable character depth.,307,[]
7829,The Story of King Arthur,Thomas Malory,4.1,13286,1860.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Thomas Malory that captures the imagination from start to finish.,393,[]
7830,Shock Wave,Clive Cussler,3.93,12527,1996.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Clive Cussler that has resonated with readers globally.,176,[]
7831,رباعيات صلاح جاهين,صلاح جاهين,4.43,9995,1963.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by صلاح جاهين, offering a memorable and engaging reading experience.",312,[]
7832,The Love Song of J. Alfred Prufrock and Other Poems,T.S. Eliot,4.32,14775,1915.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by T.S. Eliot that stands as a notable entry in its genre.,547,[]
7833,A Girl of the Limberlost,Gene Stratton-Porter,4.14,13071,1909.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Gene Stratton-Porter that continues to engage and inspire audiences.,514,[]
7834,The Witch with No Name,Kim Harrison,4.43,13513,2014.0,https://images.gr-assets.com/books/1398700782m/20426917.jpg,A compelling read by Kim Harrison exploring profound themes with memorable character depth.,298,[]
7835,"King (King, #1)",T.M. Frazier,4.24,16194,2015.0,https://images.gr-assets.com/books/1434996511m/18739485.jpg,A beautifully crafted book by T.M. Frazier that captures the imagination from start to finish.,399,[]
7836,The Wings of the Dove,Henry James,3.81,12812,1901.0,https://images.gr-assets.com/books/1320514843m/124272.jpg,A captivating narrative by Henry James that has resonated with readers globally.,213,[]
7837,Twilight and History,Nancy Reagin,4.38,11186,2010.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Nancy Reagin, offering a memorable and engaging reading experience.",534,[]
7838,Lady Windermere's Fan,Oscar Wilde,3.9,13408,1893.0,https://images.gr-assets.com/books/1336666367m/122649.jpg,An impactful story by Oscar Wilde that stands as a notable entry in its genre.,334,[]
7839,The Hidden Messages in Water,Masaru Emoto,4.27,10800,2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Masaru Emoto that continues to engage and inspire audiences.,297,[]
7840,Rumble Fish,S.E. Hinton,3.77,14002,1975.0,https://images.gr-assets.com/books/1320491172m/759960.jpg,A compelling read by S.E. Hinton exploring profound themes with memorable character depth.,282,[]
7841,A Place Called Freedom,Ken Follett,3.87,10267,1995.0,https://images.gr-assets.com/books/1320559980m/825509.jpg,A beautifully crafted book by Ken Follett that captures the imagination from start to finish.,337,[]
7842,Ensaio Sobre a Lucidez,José Saramago,3.76,7445,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by José Saramago that has resonated with readers globally.,268,[]
7843,The Returned,Jason Mott,3.29,11449,2013.0,https://images.gr-assets.com/books/1372089735m/17182421.jpg,"A highly regarded work by Jason Mott, offering a memorable and engaging reading experience.",519,[]
7844,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,4.34,9357,2007.0,https://images.gr-assets.com/books/1500471959m/356824.jpg,An impactful story by Ramachandra Guha that stands as a notable entry in its genre.,276,[]
7845,The Obstacle Is the Way: The Timeless Art of Turning Adversity to Advantage,Ryan Holiday,4.11,12470,2014.0,https://images.gr-assets.com/books/1391440316m/18668059.jpg,A brilliant publication by Ryan Holiday that continues to engage and inspire audiences.,910,[]
7846,The Sight,Erin Hunter,4.27,15904,2007.0,https://images.gr-assets.com/books/1363489119m/197457.jpg,A compelling read by Erin Hunter exploring profound themes with memorable character depth.,843,[]
7847,Bad for You,Abbi Glines,4.3,19392,2014.0,https://images.gr-assets.com/books/1390861093m/18870159.jpg,A beautifully crafted book by Abbi Glines that captures the imagination from start to finish.,205,[]
7848,The Secret River,Kate Grenville,3.79,11051,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Kate Grenville that has resonated with readers globally.,365,[]
7849,Gifted Hands: The Ben Carson Story,Ben Carson,4.21,9871,1990.0,https://images.gr-assets.com/books/1331248043m/18422.jpg,"A highly regarded work by Ben Carson, offering a memorable and engaging reading experience.",237,[]
7850,The Little Old Lady Who Was Not Afraid of Anything,Linda Williams,4.25,14270,1986.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Linda Williams that stands as a notable entry in its genre.,288,[]
7851,The Apostle,Brad Thor,4.11,11267,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Brad Thor that continues to engage and inspire audiences.,1164,[]
7852,The Holiness of God,R.C. Sproul,4.35,10960,1984.0,https://images.gr-assets.com/books/1175783071m/556629.jpg,A compelling read by R.C. Sproul exploring profound themes with memorable character depth.,291,[]
7853,Wemberly Worried,Kevin Henkes,4.22,14325,2000.0,https://images.gr-assets.com/books/1415584914m/858514.jpg,A beautifully crafted book by Kevin Henkes that captures the imagination from start to finish.,434,[]
7854,Born of the Night,Sherrilyn Kenyon,4.21,11309,1996.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Sherrilyn Kenyon that has resonated with readers globally.,484,[]
7855,Murder Must Advertise,Dorothy L. Sayers,4.21,14672,1933.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Dorothy L. Sayers, offering a memorable and engaging reading experience.",192,[]
7856,"What Remains: A Memoir of Fate, Friendship, and Love",Carole Radziwill,4.16,9602,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Carole Radziwill that stands as a notable entry in its genre.,210,[]
7857,Dead Heat,Patricia Briggs,4.27,15320,2015.0,https://images.gr-assets.com/books/1406232150m/22571699.jpg,A brilliant publication by Patricia Briggs that continues to engage and inspire audiences.,170,[]
7858,Sheep in a Jeep,Nancy E. Shaw,4.11,13788,1986.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Nancy E. Shaw exploring profound themes with memorable character depth.,206,[]
7859,Крейцерова соната,Leo Tolstoy,3.9,10915,1889.0,https://images.gr-assets.com/books/1451489791m/141077.jpg,A beautifully crafted book by Leo Tolstoy that captures the imagination from start to finish.,63,[]
7860,The Way to Cook,Julia Child,4.31,11500,1989.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Julia Child that has resonated with readers globally.,485,[]
7861,The 20th Century Art Book,Phaidon Press,3.94,9927,1996.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Phaidon Press, offering a memorable and engaging reading experience.",1200,[]
7862,De toverspiegel van M.C. Escher,Bruno Ernst,4.15,11103,1976.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Bruno Ernst that stands as a notable entry in its genre.,382,[]
7863,ヴァンパイア騎士 9,Matsuri Hino,4.31,14193,2008.0,https://images.gr-assets.com/books/1329240058m/6801652.jpg,A brilliant publication by Matsuri Hino that continues to engage and inspire audiences.,150,[]
7864,,Steve Perry,3.81,12927,1996.0,https://images.gr-assets.com/books/1361481442m/9549.jpg,A compelling read by Steve Perry exploring profound themes with memorable character depth.,238,[]
7865,"The Walking Dead, Compendium 2",Robert Kirkman,4.53,13478,2012.0,https://images.gr-assets.com/books/1344152205m/14744381.jpg,A beautifully crafted book by Robert Kirkman that captures the imagination from start to finish.,266,[]
7866,The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk!,Al Ries,4.02,9955,1993.0,https://images.gr-assets.com/books/1417627150m/33449.jpg,A captivating narrative by Al Ries that has resonated with readers globally.,190,[]
7867,Summer Secrets,Jane Green,3.62,10223,2015.0,https://images.gr-assets.com/books/1426128094m/23245587.jpg,"A highly regarded work by Jane Green, offering a memorable and engaging reading experience.",586,[]
7868,The Firm,John Grisham,3.89,6962,1991.0,https://images.gr-assets.com/books/1174886821m/452235.jpg,An impactful story by John Grisham that stands as a notable entry in its genre.,569,[]
7869,The Consolations of Philosophy,Alain de Botton,3.99,10291,2000.0,https://images.gr-assets.com/books/1403191802m/23419.jpg,A brilliant publication by Alain de Botton that continues to engage and inspire audiences.,175,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Contemporary', 'Literary Fiction', 'Classics']"
7870,"Fighting for Flight (Fighting, #1)",J.B. Salsbury,4.16,21733,2013.0,https://images.gr-assets.com/books/1357067788m/17167042.jpg,A compelling read by J.B. Salsbury exploring profound themes with memorable character depth.,541,[]
7871,Second Life,S.J. Watson,3.24,9056,2015.0,https://images.gr-assets.com/books/1410793297m/17412188.jpg,A beautifully crafted book by S.J. Watson that captures the imagination from start to finish.,875,[]
7872,The Acid House,Irvine Welsh,3.69,10752,1994.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Irvine Welsh that has resonated with readers globally.,1096,[]
7873,Permission Marketing: Turning Strangers Into Friends And Friends Into Customers,Seth Godin,3.94,10146,2014.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Seth Godin, offering a memorable and engaging reading experience.",1953,[]
7874,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,4.06,10945,2001.0,https://images.gr-assets.com/books/1494106094m/111126.jpg,An impactful story by Alice Munro that stands as a notable entry in its genre.,204,[]
7875,The Girl Who Came Home,Hazel Gaynor,3.83,6941,2012.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Hazel Gaynor that continues to engage and inspire audiences.,1905,[]
7876,The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,4.17,13388,2012.0,https://images.gr-assets.com/books/1362177469m/16256798.jpg,A compelling read by Gary Keller exploring profound themes with memorable character depth.,283,[]
7877,Reasonable Doubt: Volume 2,Whitney G.,4.14,21134,2014.0,https://images.gr-assets.com/books/1397189810m/20980373.jpg,A beautifully crafted book by Whitney G. that captures the imagination from start to finish.,245,[]
7878,Joseph Had a Little Overcoat,Simms Taback,4.12,14810,1977.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Simms Taback that has resonated with readers globally.,426,[]
7879,Double Act,Jacqueline Wilson,3.69,13204,1995.0,https://images.gr-assets.com/books/1353573624m/511527.jpg,"A highly regarded work by Jacqueline Wilson, offering a memorable and engaging reading experience.",247,[]
7880,Princess Mia,Meg Cabot,3.82,17889,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Meg Cabot that stands as a notable entry in its genre.,445,[]
7881,Flyy Girl,Omar Tyree,4.21,9869,1993.0,https://images.gr-assets.com/books/1415677404m/290039.jpg,A brilliant publication by Omar Tyree that continues to engage and inspire audiences.,159,[]
7882,A Cup of Friendship,Deborah Rodriguez,3.57,7607,2011.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Deborah Rodriguez exploring profound themes with memorable character depth.,303,"['Historical', 'Fiction', 'YA', 'Young Adult', 'Classics', 'Non-Fiction', 'Biography', 'Memoir']"
7883,The Sandman: King of Dreams,Alisa Kwitney,4.61,11538,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Alisa Kwitney that captures the imagination from start to finish.,757,[]
7884,Stephen King's N.,Marc Guggenheim,4.22,10844,2008.0,https://images.gr-assets.com/books/1492728218m/7006562.jpg,A captivating narrative by Marc Guggenheim that has resonated with readers globally.,338,[]
7885,The Light of the Fireflies,Paul Pen,3.76,13815,2013.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Paul Pen, offering a memorable and engaging reading experience.",381,[]
7886,By the Sword,Mercedes Lackey,4.24,17268,1991.0,https://images.gr-assets.com/books/1424369518m/28735.jpg,An impactful story by Mercedes Lackey that stands as a notable entry in its genre.,465,[]
7887,Storm of the Century: An Original Screenplay,Stephen King,3.86,14629,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Stephen King that continues to engage and inspire audiences.,707,[]
7888,First Rider's Call,Kristen Britain,4.2,16292,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Kristen Britain exploring profound themes with memorable character depth.,130,[]
7889,Paths of Glory,Jeffrey Archer,3.88,11086,2009.0,https://images.gr-assets.com/books/1312068627m/4102763.jpg,A beautifully crafted book by Jeffrey Archer that captures the imagination from start to finish.,497,[]
7890,Anyone But You,Jennifer Crusie,3.8,16747,1996.0,https://images.gr-assets.com/books/1263487145m/33732.jpg,A captivating narrative by Jennifer Crusie that has resonated with readers globally.,298,[]
7891,Owen,Kevin Henkes,4.25,14919,1993.0,https://images.gr-assets.com/books/1415585883m/635083.jpg,"A highly regarded work by Kevin Henkes, offering a memorable and engaging reading experience.",387,[]
7892,The Long War,Terry Pratchett,3.58,11074,2013.0,https://images.gr-assets.com/books/1368422103m/17167572.jpg,An impactful story by Terry Pratchett that stands as a notable entry in its genre.,661,[]
7893,Arrow's Fall,Mercedes Lackey,4.18,17342,1988.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Mercedes Lackey that continues to engage and inspire audiences.,171,[]
7894,The America's Test Kitchen Family Cookbook,America's Test Kitchen,4.31,12081,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by America's Test Kitchen exploring profound themes with memorable character depth.,191,[]
7895,Street Magic,Tamora Pierce,4.12,18897,2001.0,https://images.gr-assets.com/books/1328861813m/24093.jpg,A beautifully crafted book by Tamora Pierce that captures the imagination from start to finish.,110,[]
7896,The Curious Charms of Arthur Pepper,Phaedra Patrick,3.91,12080,2016.0,https://images.gr-assets.com/books/1456116507m/26722820.jpg,A captivating narrative by Phaedra Patrick that has resonated with readers globally.,252,[]
7897,Incarnate,Jodi Meadows,3.73,19034,2012.0,https://images.gr-assets.com/books/1358271343m/8573642.jpg,"A highly regarded work by Jodi Meadows, offering a memorable and engaging reading experience.",778,[]
7898,The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,William Kamkwamba,4.07,13374,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by William Kamkwamba that stands as a notable entry in its genre.,326,[]
7899,Rumpelstilzchen,Paul O. Zelinsky,4.23,14306,1986.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Paul O. Zelinsky that continues to engage and inspire audiences.,157,[]
7900,The Goblin Emperor,Katherine Addison,4.05,11443,2014.0,https://images.gr-assets.com/books/1373039517m/17910048.jpg,A compelling read by Katherine Addison exploring profound themes with memorable character depth.,262,[]
7901,Mr. Kiss and Tell,Rob Thomas,4.01,12729,2015.0,https://images.gr-assets.com/books/1405566768m/21437200.jpg,A beautifully crafted book by Rob Thomas that captures the imagination from start to finish.,143,[]
7902,A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,Adam Makos,4.32,8975,2012.0,https://images.gr-assets.com/books/1350889524m/15808816.jpg,A captivating narrative by Adam Makos that has resonated with readers globally.,178,[]
7903,"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,4.22,23144,2014.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Tillie Cole, offering a memorable and engaging reading experience.",442,[]
7904,Job: A Comedy of Justice,Robert A. Heinlein,3.77,14592,1984.0,https://images.gr-assets.com/books/1438043968m/355.jpg,An impactful story by Robert A. Heinlein that stands as a notable entry in its genre.,173,[]
7905,Chomp!,Carl Hiaasen,3.93,12832,2012.0,https://images.gr-assets.com/books/1320532144m/12081467.jpg,A brilliant publication by Carl Hiaasen that continues to engage and inspire audiences.,682,[]
7906,The Sandman: The Dream Hunters,Neil Gaiman,4.38,14629,1999.0,https://images.gr-assets.com/books/1327940077m/166580.jpg,A compelling read by Neil Gaiman exploring profound themes with memorable character depth.,335,[]
7907,The Stories of John Cheever,John Cheever,4.27,11156,1978.0,https://images.gr-assets.com/books/1339732173m/11686.jpg,A beautifully crafted book by John Cheever that captures the imagination from start to finish.,368,[]
7908,"Extreme Prey (Lucas Davenport, #26)",John Sandford,4.29,6256,2016.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by John Sandford that has resonated with readers globally.,296,[]
7909,The Odd Couple,Neil Simon,4.02,12571,1965.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Neil Simon, offering a memorable and engaging reading experience.",556,"['Classics', 'Fiction', 'Historical', 'YA', 'Young Adult']"
7910,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,4.25,12194,1998.0,https://images.gr-assets.com/books/1409601908m/31555.jpg,An impactful story by V.S. Ramachandran that stands as a notable entry in its genre.,560,[]
7911,"Divided in Death (In Death, #18)",J.D. Robb,4.32,17321,2004.0,https://images.gr-assets.com/books/1389938707m/129523.jpg,A brilliant publication by J.D. Robb that continues to engage and inspire audiences.,428,"['Classics', 'Fiction', 'YA', 'Historical']"
7912,Wildflower,Drew Barrymore,3.56,12855,2015.0,https://images.gr-assets.com/books/1446537126m/25065522.jpg,A compelling read by Drew Barrymore exploring profound themes with memorable character depth.,491,[]
7913,La tregua,Mario Benedetti,4.19,10137,1960.0,https://images.gr-assets.com/books/1371167309m/56919.jpg,A beautifully crafted book by Mario Benedetti that captures the imagination from start to finish.,308,[]
7914,We Never Asked for Wings,Vanessa Diffenbaugh,3.82,10972,2015.0,https://images.gr-assets.com/books/1432153065m/24041443.jpg,A captivating narrative by Vanessa Diffenbaugh that has resonated with readers globally.,485,[]
7915,Every Last Word,Tamara Ireland Stone,4.2,19214,2015.0,https://images.gr-assets.com/books/1431016937m/23341894.jpg,"A highly regarded work by Tamara Ireland Stone, offering a memorable and engaging reading experience.",286,[]
7916,Live from New York: An Uncensored History of Saturday Night Live,James Andrew Miller,4.04,10112,2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by James Andrew Miller that stands as a notable entry in its genre.,350,[]
7917,"Krakatoa: The Day the World Exploded: August 27, 1883",Simon Winchester,3.86,12625,2003.0,https://images.gr-assets.com/books/1407108467m/25017.jpg,A brilliant publication by Simon Winchester that continues to engage and inspire audiences.,297,[]
7918,Madame Tussaud: A Novel of the French Revolution,Michelle Moran,3.94,15127,2011.0,https://images.gr-assets.com/books/1320558120m/8689913.jpg,A compelling read by Michelle Moran exploring profound themes with memorable character depth.,266,[]
7919,Airman,Eoin Colfer,4.14,15257,2007.0,https://images.gr-assets.com/books/1327967233m/2049993.jpg,A beautifully crafted book by Eoin Colfer that captures the imagination from start to finish.,231,[]
7920,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All",James C. Collins,4.07,10845,2011.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by James C. Collins that has resonated with readers globally.,463,[]
